list_id,attribute_id,attribute_value
131486766,condition_ad,Đã sử dụng
131486766,washingmachineloadingposition,Cửa trước (lồng ngang)
131486766,washingmachineweight,8 - 8.9 kg
131628379,condition_ad,Đã sử dụng
131628379,washingmachineweight,8 - 8.9 kg
131654387,condition_ad,Mới
131654387,airconcapacity,"> 20,000 BTU"
131691880,condition_ad,Đã sử dụng
131691880,washingmachineloadingposition,Cửa trước (lồng ngang)
131691880,washingmachineweight,> 10 kg
131691955,condition_ad,Đã sử dụng
131691955,washingmachineloadingposition,Cửa trước (lồng ngang)
131691955,washingmachineweight,> 10 kg
131692308,condition_ad,Đã sử dụng
131692308,washingmachineloadingposition,Cửa trước (lồng ngang)
131692308,washingmachineweight,> 10 kg
131692618,condition_ad,Đã sử dụng
131692618,washingmachineloadingposition,Cửa trước (lồng ngang)
131692618,washingmachineweight,> 10 kg
131692675,condition_ad,Đã sử dụng
131701792,condition_ad,Đã sử dụng
131701792,washingmachineloadingposition,Cửa trước (lồng ngang)
131701792,washingmachineweight,> 10 kg
131761649,condition_ad,Mới
131761649,airconcapacity,"10,000 - 20,000 BTU"
132004418,condition_ad,Đã sử dụng
132004418,airconcapacity,"10,000 - 20,000 BTU"
132262434,condition_ad,Đã sử dụng
132262434,airconcapacity,"> 20,000 BTU"
132576444,condition_ad,Đã sử dụng
132576444,fridgevolume,200 - 299 lít
132701482,condition_ad,Đã sử dụng
132701482,fridgevolume,150 - 199 lít
132735368,condition_ad,Đã sử dụng
132735368,fridgevolume,> 500 lít
132735520,condition_ad,Đã sử dụng
132735520,airconcapacity,"10,000 - 20,000 BTU"
132762872,condition_ad,Đã sử dụng
132762872,fridgevolume,300 - 399 lít
132826799,condition_ad,Đã sử dụng
132826815,condition_ad,Đã sử dụng
132826815,washingmachineweight,8 - 8.9 kg
132826824,condition_ad,Đã sử dụng
132826824,airconcapacity,"10,000 - 20,000 BTU"
132826838,condition_ad,Đã sử dụng
132826838,fridgevolume,150 - 199 lít
132826857,condition_ad,Đã sử dụng
132826857,fridgevolume,200 - 299 lít
132826875,condition_ad,Đã sử dụng
132826875,fridgevolume,200 - 299 lít
132827298,condition_ad,Đã sử dụng
132828164,condition_ad,Đã sử dụng
132828164,fridgevolume,150 - 199 lít
132828222,condition_ad,Đã sử dụng
132828222,airconcapacity,"10,000 - 20,000 BTU"
132828604,condition_ad,Đã sử dụng
132828604,airconcapacity,"10,000 - 20,000 BTU"
132828669,condition_ad,Đã sử dụng
132828669,airconcapacity,"> 20,000 BTU"
132829003,condition_ad,Đã sử dụng
132829003,airconcapacity,"< 10,000 BTU"
132829694,condition_ad,Đã sử dụng
132829694,airconcapacity,"> 20,000 BTU"
132829798,condition_ad,Đã sử dụng
132829798,airconcapacity,"< 10,000 BTU"
132831223,condition_ad,Đã sử dụng
132831223,airconcapacity,"10,000 - 20,000 BTU"
132831814,condition_ad,Đã sử dụng
132831814,washingmachineloadingposition,Cửa trước (lồng ngang)
132831814,washingmachineweight,8 - 8.9 kg
132832075,condition_ad,Đã sử dụng
132832075,fridgevolume,400 - 499 lít
132832552,condition_ad,Đã sử dụng
132832552,airconcapacity,"10,000 - 20,000 BTU"
132833522,condition_ad,Đã sử dụng
132833522,washingmachineloadingposition,Cửa trên (lồng đứng)
132833522,washingmachineweight,7 - 7.9 kg
132834136,condition_ad,Đã sử dụng
132834136,fridgevolume,< 100 lít
132834239,condition_ad,Đã sử dụng
132834239,fridgevolume,< 100 lít
132835103,condition_ad,Đã sử dụng
132835103,fridgevolume,100 - 149 lít
132838159,condition_ad,Đã sử dụng
132838159,fridgevolume,> 500 lít
132838202,condition_ad,Đã sử dụng
132838202,fridgevolume,300 - 399 lít
132838658,condition_ad,Đã sử dụng
132838658,fridgevolume,< 100 lít
132839186,condition_ad,Đã sử dụng
132839186,fridgevolume,300 - 399 lít
132839326,condition_ad,Đã sử dụng
132839326,fridgevolume,< 100 lít
132840539,condition_ad,Đã sử dụng
132840539,washingmachineloadingposition,Cửa trên (lồng đứng)
132840539,washingmachineweight,9 - 9.9 kg
132842233,condition_ad,Đã sử dụng
132842233,airconcapacity,1 HP (ngựa)
132842487,condition_ad,Đã sử dụng
132842487,fridgevolume,< 100 lít
132843831,condition_ad,Đã sử dụng
132843831,washingmachineloadingposition,Cửa trước (lồng ngang)
132843831,washingmachineweight,8 - 8.9 kg
132843954,condition_ad,Đã sử dụng
132843954,washingmachineloadingposition,Cửa trên (lồng đứng)
132843954,washingmachineweight,7 - 7.9 kg
132844264,condition_ad,Đã sử dụng
132844264,fridgevolume,150 - 199 lít
132844339,condition_ad,Đã sử dụng
132844339,fridgevolume,300 - 399 lít
132844378,condition_ad,Đã sử dụng
132844378,fridgevolume,400 - 499 lít
132844965,condition_ad,Đã sử dụng
132844965,fridgevolume,300 - 399 lít
132845183,condition_ad,Đã sử dụng
132845183,fridgevolume,400 - 499 lít
132846288,condition_ad,Đã sử dụng
132846288,fridgevolume,200 - 299 lít
132846289,condition_ad,Đã sử dụng
132846289,fridgevolume,200 - 299 lít
132846325,condition_ad,Đã sử dụng
132846325,fridgevolume,200 - 299 lít
132846490,condition_ad,Đã sử dụng
132846490,airconcapacity,"10,000 - 20,000 BTU"
132846782,condition_ad,Đã sử dụng
132846782,fridgevolume,< 100 lít
132846825,condition_ad,Đã sử dụng
132846825,fridgevolume,100 - 149 lít
