list_id,attribute_id,attribute_value
132407232,condition_ad,Mới
132407232,collection_type,"Tranh ảnh, khung tranh"
132525756,condition_ad,Đã sử dụng
132525756,instrument_type,Piano
132752600,condition_ad,Đã sử dụng
132752600,collection_type,Các loại khác
132773486,condition_ad,Đã sử dụng
132785744,condition_ad,Đã sử dụng
132792526,condition_ad,Đã sử dụng
132833674,condition_ad,Đã sử dụng
132833674,collection_type,"Thạch, đá quí"
132833915,condition_ad,Đã sử dụng
132833915,collection_type,Các loại khác
132834052,condition_ad,Đã sử dụng
132834098,condition_ad,Đã sử dụng
132834098,collection_type,Tượng trang trí
132834195,condition_ad,Đã sử dụng
132834462,condition_ad,Đã sử dụng
132834462,instrument_type,Nhạc cụ khác
132834478,condition_ad,Đã sử dụng
132834940,condition_ad,Đã sử dụng
132834959,condition_ad,Đã sử dụng
132834987,condition_ad,Đã sử dụng
132835037,condition_ad,Đã sử dụng
132835090,condition_ad,Mới
132835112,condition_ad,Mới
132835643,condition_ad,Đã sử dụng
132835643,collection_type,"Tranh ảnh, khung tranh"
132836472,condition_ad,Mới
132837015,condition_ad,Đã sử dụng
132837015,collection_type,Các loại khác
132837080,condition_ad,Đã sử dụng
132837680,condition_ad,Đã sử dụng
132837680,instrument_type,Guitar
132837954,condition_ad,Đã sử dụng
132838155,condition_ad,Đã sử dụng
132838359,condition_ad,Đã sử dụng
132838551,condition_ad,Mới
132838739,condition_ad,Mới
132838829,condition_ad,Mới
132839187,condition_ad,Đã sử dụng
132839187,collection_type,"Tranh ảnh, khung tranh"
132839514,condition_ad,Đã sử dụng
132839514,collection_type,"Tranh ảnh, khung tranh"
132839669,condition_ad,Đã sử dụng
132839856,condition_ad,Đã sử dụng
132839873,condition_ad,Đã sử dụng
132841782,condition_ad,Đã sử dụng
132841803,condition_ad,Đã sử dụng
132841850,condition_ad,Đã sử dụng
132841850,collection_type,"Tranh ảnh, khung tranh"
132842231,condition_ad,Đã sử dụng
132842414,condition_ad,Mới
132842902,condition_ad,Đã sử dụng
132842902,collection_type,"Tranh ảnh, khung tranh"
132843058,condition_ad,Đã sử dụng
132843226,condition_ad,Đã sử dụng
132843226,collection_type,Tượng trang trí
132843480,condition_ad,Mới
132843480,collection_type,"Thạch, đá quí"
132843751,condition_ad,Đã sử dụng
132843751,collection_type,"Tranh ảnh, khung tranh"
132844116,condition_ad,Mới
132844244,condition_ad,Đã sử dụng
132844417,condition_ad,Đã sử dụng
132844555,condition_ad,Đã sử dụng
132844584,condition_ad,Đã sử dụng
132844842,condition_ad,Đã sử dụng
132845133,condition_ad,Đã sử dụng
132845515,condition_ad,Đã sử dụng
132845773,condition_ad,Đã sử dụng
132845947,condition_ad,Đã sử dụng
132845947,instrument_type,Guitar
132846091,condition_ad,Đã sử dụng
132846091,collection_type,Đồ gốm sứ
132846281,condition_ad,Đã sử dụng
132846281,instrument_type,Piano
132846710,condition_ad,Đã sử dụng
132846844,condition_ad,Đã sử dụng
