list_id,attribute_id,attribute_value
132505918,condition_ad,Đã sử dụng
132505918,consumer,Đồ cho mẹ và bé
132555131,condition_ad,Đã sử dụng
132555131,consumer,Đồ cho mẹ và bé
132613370,condition_ad,Đã sử dụng
132613370,consumer,Đồ cho bé
132712180,condition_ad,Đã sử dụng
132712180,consumer,Đồ cho mẹ
132754252,condition_ad,Đã sử dụng
132754252,consumer,Đồ cho bé
132779949,condition_ad,Đã sử dụng
132779949,consumer,Đồ cho mẹ
132788262,condition_ad,Đã sử dụng
132788262,consumer,Đồ cho bé
132789526,condition_ad,Đã sử dụng
132789526,consumer,Đồ cho bé
132790119,condition_ad,Đã sử dụng
132790119,consumer,Đồ cho bé
132790537,condition_ad,Đã sử dụng
132790537,consumer,Đồ cho bé
132790548,condition_ad,Đã sử dụng
132790548,consumer,Đồ cho bé
132791303,condition_ad,Đã sử dụng
132791303,consumer,Đồ cho bé
132791370,condition_ad,Đã sử dụng
132791370,consumer,Đồ cho bé
132795477,condition_ad,Đã sử dụng
132795477,consumer,Đồ cho bé
132795530,condition_ad,Đã sử dụng
132795530,consumer,Đồ cho mẹ
132796231,condition_ad,Đã sử dụng
132796231,consumer,Đồ cho bé
132796491,condition_ad,Đã sử dụng
132796491,consumer,Đồ cho bé
132799680,condition_ad,Đã sử dụng
132799680,consumer,Đồ cho bé
132800339,condition_ad,Đã sử dụng
132800339,consumer,Đồ cho bé
132802730,condition_ad,Mới
132802730,consumer,Đồ cho bé
132802823,condition_ad,Mới
132802823,consumer,Đồ cho bé
132804942,condition_ad,Đã sử dụng
132804942,consumer,Đồ cho bé
132805060,condition_ad,Đã sử dụng
132805060,consumer,Đồ cho bé
132805489,condition_ad,Đã sử dụng
132805489,consumer,Đồ cho bé
132806934,condition_ad,Đã sử dụng
132806934,consumer,Đồ cho bé
132808019,condition_ad,Đã sử dụng
132808019,consumer,Đồ cho bé
132808811,condition_ad,Đã sử dụng
132808811,consumer,Đồ cho bé
132810155,condition_ad,Mới
132810155,consumer,Đồ cho bé
132812188,condition_ad,Mới
132812188,consumer,Đồ cho bé
132812581,condition_ad,Đã sử dụng
132812581,consumer,Đồ cho bé
132816031,condition_ad,Mới
132816031,consumer,Đồ cho bé
132819772,condition_ad,Mới
132819772,consumer,Đồ cho mẹ và bé
132819844,condition_ad,Đã sử dụng
132819844,consumer,Đồ cho bé
132819943,condition_ad,Đã sử dụng
132819943,consumer,Đồ cho mẹ và bé
132819975,condition_ad,Đã sử dụng
132819975,consumer,Đồ cho bé
132821157,condition_ad,Đã sử dụng
132821157,consumer,Đồ cho bé
132822679,condition_ad,Đã sử dụng
132822679,consumer,Đồ cho bé
132823163,condition_ad,Đã sử dụng
132823163,consumer,Đồ cho mẹ và bé
132823831,condition_ad,Đã sử dụng
132823831,consumer,Đồ cho bé
132824292,condition_ad,Đã sử dụng
132824292,consumer,Đồ cho bé
132825744,condition_ad,Đã sử dụng
132825744,consumer,Đồ cho bé
132825780,condition_ad,Mới
132825780,consumer,Đồ cho bé
132827614,condition_ad,Đã sử dụng
132827614,consumer,Đồ cho mẹ và bé
132828005,condition_ad,Đã sử dụng
132828005,consumer,Đồ cho bé
132828709,condition_ad,Đã sử dụng
132828709,consumer,Đồ cho bé
132830586,condition_ad,Mới
132830586,consumer,Đồ cho bé
132830597,condition_ad,Đã sử dụng
132830597,consumer,Đồ cho bé
132830870,condition_ad,Đã sử dụng
132830870,consumer,Đồ cho bé
132833653,condition_ad,Đã sử dụng
132833653,consumer,Đồ cho bé
132835962,condition_ad,Mới
132835962,consumer,Đồ cho bé
132837215,condition_ad,Đã sử dụng
132837215,consumer,Đồ cho bé
132841885,condition_ad,Đã sử dụng
132841885,consumer,Đồ cho bé
132844129,condition_ad,Mới
132844129,consumer,Đồ cho bé
132844224,condition_ad,Đã sử dụng
132844224,consumer,Đồ cho bé
132844246,condition_ad,Mới
132844246,consumer,Đồ cho bé
132844257,condition_ad,Đã sử dụng
132844257,consumer,Đồ cho bé
132844327,condition_ad,Đã sử dụng
132844327,consumer,Đồ cho mẹ và bé
132844411,condition_ad,Đã sử dụng
132844411,consumer,Đồ cho mẹ
132844725,condition_ad,Đã sử dụng
132844725,consumer,Đồ cho bé
132846677,condition_ad,Đã sử dụng
132846677,consumer,Đồ cho bé
