list_id,attribute_id,attribute_value
132828642,regdate,2014
132828642,motorbiketype,Tay ga
132828642,condition_ad,Đã sử dụng
132828676,regdate,2011
132828676,motorbiketype,Tay ga
132828676,condition_ad,Đã sử dụng
132843930,mfdate,2016
132843930,mileage_v2,222 km
132843930,fuel,Xăng
132843930,gearbox,Số sàn
132844054,regdate,2023
132844054,motorbiketype,Xe số
132844054,condition_ad,Đã sử dụng
132844099,mfdate,2018
132844099,mileage_v2,90000 km
132844099,fuel,Dầu
132844099,gearbox,Số sàn
132844137,regdate,2023
132844137,motorbiketype,Xe số
132844137,condition_ad,Đã sử dụng
132844465,regdate,2016
132844465,motorbiketype,Tay ga
132844465,condition_ad,Đã sử dụng
132844718,regdate,2016
132844718,motorbiketype,Xe số
132844718,condition_ad,Đã sử dụng
132844864,mfdate,2024
132844864,mileage_v2,2 km
132844864,fuel,Xăng
132844864,gearbox,Tự động
132844864,number_of_owners,1 chủ
132844961,mfdate,2026
132844961,fuel,Điện
132844961,gearbox,Tự động
132844961,condition_ad,Mới
132845061,mfdate,2026
132845061,fuel,Điện
132845061,gearbox,Tự động
132845061,condition_ad,Mới
132845382,mfdate,2019
132845382,mileage_v2,13000 km
132845382,fuel,Dầu
132845382,gearbox,Số sàn
132845382,number_of_owners,> 1 chủ
132845963,regdate,2021
132845963,motorbiketype,Tay ga
132845963,condition_ad,Đã sử dụng
132845998,mfdate,2017
132845998,mileage_v2,90000 km
132845998,fuel,Dầu
132845998,gearbox,Tự động
132846094,mfdate,2018
132846094,mileage_v2,53694 km
132846094,fuel,Dầu
132846094,gearbox,Số sàn
132846131,regdate,2018
132846131,motorbiketype,Tay côn/Moto
132846131,condition_ad,Đã sử dụng
132846197,mfdate,2019
132846197,mileage_v2,96231 km
132846197,fuel,Dầu
132846197,gearbox,Tự động
132846296,regdate,2025
132846296,motorbiketype,Xe máy điện
132846296,condition_ad,Đã sử dụng
132846561,regdate,2014
132846561,motorbiketype,Tay ga
132846561,condition_ad,Đã sử dụng
132846584,mfdate,2022
132846584,mileage_v2,56000 km
132846584,fuel,Xăng
132846584,gearbox,Tự động
132846584,number_of_owners,1 chủ
132846688,regdate,2010
132846688,motorbiketype,Tay ga
132846688,condition_ad,Đã sử dụng
132846698,mfdate,2006
132846698,mileage_v2,18500 km
132846698,fuel,Xăng
132846698,gearbox,Tự động
132846751,regdate,2021
132846751,motorbiketype,Tay ga
132846751,condition_ad,Đã sử dụng
89149585,regdate,2013
89149585,motorbiketype,Xe số
89149585,condition_ad,Đã sử dụng
