list_id,attribute_id,attribute_value
132367595,rooms,2 PN
132367595,direction,Hướng Đông Bắc
132367595,apartment_type,Chung cư
132361468,rooms,2 PN
132361468,apartment_type,Chung cư
131028221,rooms,3 PN
131028221,direction,Hướng Nam
131028221,house_type,"Nhà ngõ, hẻm"
132336921,land_type,Đất thổ cư
132336921,width,Ngang 5 m
132371739,rooms,2 PN
132371739,apartment_type,Chung cư
132336942,rooms,4 PN
132336942,direction,Hướng Tây Bắc
132336942,house_type,"Nhà mặt phố, mặt tiền"
132056366,rooms,5 PN
132056366,house_type,"Nhà ngõ, hẻm"
130454834,rooms,6 PN
130454834,house_type,"Nhà ngõ, hẻm"
132339004,rooms,4 PN
132339004,house_type,"Nhà ngõ, hẻm"
132236605,rooms,4 PN
132236605,direction,Hướng Nam
132236605,house_type,"Nhà ngõ, hẻm"
132371777,rooms,2 PN
132371777,apartment_type,Chung cư
130794817,rooms,6 PN
130794817,house_type,"Nhà ngõ, hẻm"
131724609,furnishing_rent,Nội thất đầy đủ
132361542,commercial_type,Văn phòng
132334918,rooms,4 PN
132334918,house_type,"Nhà mặt phố, mặt tiền"
131577168,rooms,3 PN
131577168,house_type,"Nhà ngõ, hẻm"
132017491,land_type,Đất thổ cư
132017491,width,Ngang 5 m
132363616,rooms,2 PN
132363616,apartment_type,Chung cư
132359525,rooms,4 PN
132359525,house_type,"Nhà ngõ, hẻm"
132349290,commercial_type,Mặt bằng kinh doanh
132322668,rooms,3 PN
132322668,house_type,"Nhà ngõ, hẻm"
132365682,rooms,2 PN
132365682,apartment_type,"Tập thể, cư xá"
132361595,rooms,2 PN
132361595,direction,Hướng Đông Nam
