list_id,attribute_id,attribute_value
117073698,mobile_model,iPhone 14 Pro Max
117073698,mobile_capacity,128 GB
117073698,elt_warranty,Còn bảo hành
121413313,mobile_model,iPhone 14 Pro
121413313,mobile_capacity,128 GB
121413313,elt_warranty,Còn bảo hành
123632269,mobile_model,Galaxy S23 Plus
123632269,mobile_capacity,256 GB
123632269,elt_warranty,Hết bảo hành
124716343,pc_cpu,Intel Core i7
124716343,pc_ram,16 GB
124716343,pc_drive_capacity,256 GB
124716343,pc_drive_type,SSD
131233808,elt_condition,Đã sử dụng (chưa sửa chữa)
132242266,mobile_model,Galaxy Z Fold5
132242266,mobile_capacity,256 GB
132393140,pc_cpu,Intel Core i7
132393140,pc_ram,16 GB
132393140,pc_drive_capacity,512 GB
132393140,pc_drive_type,SSD
132611326,mobile_model,Z Flip 6
132611326,mobile_capacity,256 GB
132613318,mobile_model,13
132613318,mobile_capacity,32 GB
132613318,elt_warranty,Hết bảo hành
132762000,mobile_model,iPhone 11
132762000,mobile_capacity,128 GB
132762000,elt_warranty,1 tháng
132791244,mobile_model,iPhone 17 Pro Max
132791244,mobile_capacity,256 GB
132791244,elt_warranty,Còn bảo hành
132820508,mobile_model,Reno8 Pro
132820508,mobile_capacity,256 GB
132828756,mobile_model,iPhone 8 Plus
132828756,mobile_capacity,64 GB
132828756,elt_warranty,Hết bảo hành
132828898,mobile_model,iPhone 12 Pro Max
132828898,mobile_capacity,512 GB
132828898,elt_warranty,Hết bảo hành
132829051,pc_cpu,Khác
132829051,pc_ram,16 GB
132829051,pc_drive_capacity,< 128 GB
132829051,pc_drive_type,SSD
132845774,elt_condition,Đã sử dụng (qua sửa chữa)
132845775,mobile_model,Redmi Note 12 Turbo
132845775,mobile_capacity,512 GB
132845793,mobile_model,Redmi Turbo 4 Pro
132845793,mobile_capacity,512 GB
132845804,elt_condition,Mới
132845805,mobile_model,iPhone 8 Plus
132845805,mobile_capacity,64 GB
132845820,mobile_model,iPhone 15 Pro Max
132845820,mobile_capacity,256 GB
132845820,elt_warranty,Hết bảo hành
132845823,mobile_model,Redmi Turbo 4 Pro
132845823,mobile_capacity,512 GB
132845825,pc_cpu,Intel Core i5
132845825,pc_ram,8 GB
132845825,pc_drive_capacity,256 GB
132845825,pc_drive_type,SSD
132845858,mobile_model,Dòng khác
132845858,mobile_capacity,256 GB
132845873,elt_condition,Đã sử dụng (chưa sửa chữa)
132845873,elt_warranty,Hết bảo hành
132845904,mobile_model,iPhone 14 Pro
132845904,mobile_capacity,128 GB
132845904,elt_warranty,Hết bảo hành
132845955,mobile_model,iPhone 12
132845955,mobile_capacity,64 GB
132846003,mobile_model,iPhone XS Max
132846003,mobile_capacity,64 GB
132846003,elt_warranty,Hết bảo hành
132846067,mobile_model,F11 Pro
132846067,mobile_capacity,128 GB
132846074,speaker_capacity,Dưới 100W
132846105,elt_condition,Mới
132846123,elt_condition,Đã sử dụng (chưa sửa chữa)
132846137,mobile_model,X20
132846137,mobile_capacity,256 GB
132846140,mobile_model,iPhone 11
132846140,mobile_capacity,64 GB
132846149,pc_cpu,Intel Core i5
132846149,pc_ram,8 GB
132846149,pc_drive_capacity,256 GB
132846149,pc_drive_type,SSD
132846160,elt_condition,Đã sử dụng (chưa sửa chữa)
132846170,elt_condition,Đã sử dụng (chưa sửa chữa)
132846258,elt_condition,Đã sử dụng (chưa sửa chữa)
132846313,tablet_model,iPad Gen 5
132846313,tablet_capacity,32 GB
132846447,mobile_model,Dòng Khác
132846447,mobile_capacity,256 GB
132846452,auvi_resolution,Trên 64 inch
132846452,elt_warranty,Còn bảo hành
132846501,mobile_model,iPhone 12
132846501,mobile_capacity,64 GB
132846527,mobile_model,iPhone 11
132846527,mobile_capacity,128 GB
132846527,elt_warranty,Hết bảo hành
132846565,mobile_model,Galaxy S21 FE
132846565,mobile_capacity,128 GB
132846565,elt_warranty,Hết bảo hành
132846582,tablet_model,Galaxy Tab A8
132846582,tablet_capacity,64 GB
132846694,tablet_model,iPad Air
132846703,mobile_model,iPhone 11
132846703,mobile_capacity,64 GB
132846716,mobile_model,iPhone XR
132846716,mobile_capacity,64 GB
132846724,elt_condition,Đã sử dụng (chưa sửa chữa)
132846778,mobile_model,Galaxy Z Fold3
132846778,mobile_capacity,256 GB
132846797,elt_condition,Đã sử dụng (chưa sửa chữa)
132846798,mobile_model,iPhone 11
132846798,mobile_capacity,128 GB
132846811,mobile_model,iPhone 15 Pro Max
132846811,mobile_capacity,256 GB
132846829,tablet_model,iPad Mini 3
132846829,tablet_capacity,16 GB
132846829,elt_warranty,Hết bảo hành
